,0,1
18192,00-00-87,"HITACHI, LTD."
18193,00-02-52,Carrier Corporation
18194,00-02-4B,"Cisco Systems, Inc"
18195,00-02-46,"All-Win Tech Co., Ltd."
18196,00-01-7A,"Chengdu Maipu Electric Industrial Co., Ltd."
18197,00-02-35,Paragon Networks International
18198,00-02-38,"Serome Technology, Inc."
18199,00-02-30,Intersoft Electronics
18200,00-02-29,Adtec Corporation
18201,00-02-25,One Stop Systems
18202,00-02-1C,"Network Elements, Inc."
18203,00-02-21,"DSP Application, Ltd."
18204,00-01-6E,Conklin Corporation
18205,00-01-5B,ITALTEL S.p.A/RF-UP-I
18206,00-01-54,G3M Corporation
18207,00-01-50,"GILAT COMMUNICATIONS, LTD."
18208,00-01-2E,PC Partner Ltd.
18209,00-01-3A,"SHELCAD COMMUNICATIONS, LTD."
18210,00-01-41,CABLE PRINT
18211,00-01-31,"Bosch Security Systems, Inc."
18212,00-01-3D,RiscStation Ltd.
18213,00-D0-47,XN TECHNOLOGIES
18214,00-D0-18,"QWES. COM, INC."
18215,00-D0-48,"ECTON, INC."
18216,00-D0-28,"Harmonic, Inc"
18217,00-D0-2F,VLSI TECHNOLOGY INC.
18218,00-D0-25,"XROSSTECH, INC."
18219,00-D0-85,OTIS ELEVATOR COMPANY
18220,00-D0-77,LUCENT TECHNOLOGIES
18221,00-D0-93,TQ - COMPONENTS GMBH
18222,00-D0-13,PRIMEX AEROSPACE COMPANY
18223,00-D0-56,SOMAT CORPORATION
18224,00-D0-17,"SYNTECH INFORMATION CO., LTD."
18225,00-D0-36,TECHNOLOGY ATLANTA CORP.
18226,00-D0-D6,AETHRA TELECOMUNICAZIONI
18227,00-30-78,"Cisco Systems, Inc"
18228,00-30-03,Phasys Ltd.
18229,00-30-D5,DResearch GmbH
18230,00-30-CE,Zaffire
18231,00-30-95,"Procomp Informatics, Ltd."
18232,00-30-55,"Renesas Technology America, Inc."
18233,00-30-B0,Convergenet Technologies
18234,00-30-CC,"Tenor Networks, Inc."
18235,00-30-13,NEC Corporation
18236,00-30-61,MobyTEL
18237,00-D0-AB,DELTAKABEL TELECOM CV
18238,00-D0-A8,"NETWORK ENGINES, INC."
18239,00-D0-1C,"SBS TECHNOLOGIES,"
18240,00-D0-C0,"Cisco Systems, Inc"
18241,00-D0-51,"O2 MICRO, INC."
18242,00-D0-6D,"ACRISON, INC."
18243,00-50-A1,"CARLO GAVAZZI, INC."
18244,00-D0-6C,"SHAREWAVE, INC."
18245,00-D0-3A,"ZONEWORX, INC."
18246,00-50-C1,"GEMFLEX NETWORKS, LTD."
18247,00-50-FB,VSK ELECTRONICS
18248,00-50-33,MAYAN NETWORKS
18249,00-30-A0,"TYCO SUBMARINE SYSTEMS, LTD."
18250,00-30-CB,"OMNI FLOW COMPUTERS, INC."
18251,00-30-6B,"CMOS SYSTEMS, INC."
18252,00-30-68,"CYBERNETICS TECH. CO., LTD."
18253,00-30-E3,SEDONA NETWORKS CORP.
18254,00-D0-07,"MIC ASSOCIATES, INC."
18255,00-D0-7F,"STRATEGY & TECHNOLOGY, LIMITED"
18256,00-30-85,"Cisco Systems, Inc"
18257,00-30-26,HeiTel Digital Video GmbH
18258,00-30-A6,"VIANET TECHNOLOGIES, LTD."
18259,00-30-47,"NISSEI ELECTRIC CO., LTD."
18260,00-D0-FC,GRANITE MICROSYSTEMS
18261,00-D0-42,MAHLO GMBH & CO. UG
18262,00-D0-46,"DOLBY LABORATORIES, INC."
18263,00-D0-BA,"Cisco Systems, Inc"
18264,00-D0-BC,"Cisco Systems, Inc"
18265,00-D0-6B,SR TELECOM INC.
18266,00-30-AA,"AXUS MICROSYSTEMS, INC."
18267,00-30-43,"IDREAM TECHNOLOGIES, PTE. LTD."
18268,00-30-10,VISIONETICS INTERNATIONAL
18269,00-30-96,"Cisco Systems, Inc"
18270,00-30-84,ALLIED TELESYN INTERNAIONAL
18271,00-30-CF,"TWO TECHNOLOGIES, INC."
18272,00-D0-E3,"ELE-CHEM ENGINEERING CO., LTD."
18273,00-D0-ED,XIOX
18274,00-D0-C2,BALTHAZAR TECHNOLOGY AB
18275,00-D0-FB,"TEK MICROSYSTEMS, INCORPORATED"
18276,00-D0-82,IOWAVE INC.
18277,00-D0-AD,TL INDUSTRIES
18278,00-D0-DB,MCQUAY INTERNATIONAL
18279,00-D0-6A,LINKUP SYSTEMS CORPORATION
18280,00-D0-65,TOKO ELECTRIC
18281,00-D0-8F,"ARDENT TECHNOLOGIES, INC."
18282,00-D0-E7,VCON TELECOMMUNICATION LTD.
18283,00-D0-87,MICROFIRST INC.
18284,00-D0-08,MACTELL CORPORATION
18285,00-30-05,Fujitsu Siemens Computers
18286,00-30-4E,BUSTEC PRODUCTION LTD.
18287,00-30-E0,OXFORD SEMICONDUCTOR LTD.
18288,00-30-A1,WEBGATE Inc.
18289,00-30-3D,IVA CORPORATION
18290,00-30-C3,FLUECKIGER ELEKTRONIK AG
18291,00-90-47,GIGA FAST E. LTD.
18292,00-90-CB,"Wireless OnLine, Inc."
18293,00-90-3F,AZTEC RADIOMEDIA
18294,00-10-43,A2 CORPORATION
18295,00-10-8D,"Johnson Controls, Inc."
18296,00-10-8E,HUGH SYMONS CONCEPT Technologies Ltd.
18297,00-10-52,METTLER-TOLEDO (ALBSTADT) GMBH
18298,00-10-0E,MICRO LINEAR COPORATION
18299,00-10-D7,ARGOSY RESEARCH INC.
18300,00-10-59,DIABLO RESEARCH CO. LLC
18301,00-10-B6,ENTRATA COMMUNICATIONS CORP.
18302,00-10-19,SIRONA DENTAL SYSTEMS GmbH & Co. KG
18303,00-10-13,"Kontron America, Inc."
18304,00-90-A4,ALTIGA NETWORKS
18305,00-90-6C,Sartorius Hamburg GmbH
18306,00-90-FC,NETWORK COMPUTING DEVICES
18307,00-90-A3,Corecess Inc.
18308,00-90-22,IVEX
18309,00-90-A5,SPECTRA LOGIC
18310,00-90-BA,"VALID NETWORKS, INC."
18311,00-90-EE,PERSONAL COMMUNICATIONS TECHNOLOGIES
18312,00-90-CD,"ENT-EMPRESA NACIONAL DE TELECOMMUNICACOES, S.A."
18313,00-90-D0,Thomson Telecom Belgium
18314,00-90-75,NEC DO BRASIL S.A.
18315,00-90-2E,NAMCO LIMITED
18316,00-90-A0,8X8 INC.
18317,00-90-7C,"DIGITALCAST, INC."
18318,00-90-DF,"MITSUBISHI CHEMICAL AMERICA, INC."
18319,00-90-23,ZILOG INC.
18320,00-90-8A,"BAYLY COMMUNICATIONS, INC."
18321,00-90-63,COHERENT COMMUNICATIONS SYSTEMS CORPORATION
18322,00-90-41,APPLIED DIGITAL ACCESS
18323,00-90-D8,WHITECROSS SYSTEMS
18324,00-90-11,"WAVTrace, Inc."
18325,00-90-40,Siemens Network Convergence LLC
18326,00-90-C7,ICOM INC.
18327,00-90-35,"ALPHA TELECOM, INC."
18328,00-90-87,ITIS
18329,00-90-6E,"PRAXON, INC."
18330,00-90-39,SHASTA NETWORKS
18331,00-90-9A,"ONE WORLD SYSTEMS, INC."
18332,00-90-53,"DAEWOO ELECTRONICS CO., LTD."
18333,00-90-9E,"Critical IO, LLC"
18334,00-90-C2,"JK microsystems, Inc."
18335,00-90-91,"DigitalScape, Inc."
18336,00-90-ED,"CENTRAL SYSTEM RESEARCH CO., LTD."
18337,00-90-1B,DIGITAL CONTROLS
18338,00-90-5C,EDMI
18339,00-90-D2,ARTEL VIDEO SYSTEMS
18340,00-50-8C,RSI SYSTEMS
18341,00-50-2D,"ACCEL, INC."
18342,00-50-B8,INOVA COMPUTERS GMBH & CO. KG
18343,00-50-3A,DATONG ELECTRONICS LTD.
18344,00-50-8E,"OPTIMATION, INC."
18345,00-50-BB,CMS TECHNOLOGIES
18346,00-50-51,"IWATSU ELECTRIC CO., LTD."
18347,00-50-BE,FAST MULTIMEDIA AG
18348,00-50-AD,CommUnique Wireless Corp.
18349,00-50-03,Xrite Inc
18350,00-50-23,"PG DESIGN ELECTRONICS, INC."
18351,00-50-39,MARINER NETWORKS
18352,00-50-5A,"NETWORK ALCHEMY, INC."
18353,00-50-71,"AIWA CO., LTD."
18354,00-90-71,Applied Innovation Inc.
18355,00-90-31,"MYSTICOM, LTD."
18356,00-90-1F,"ADTEC PRODUCTIONS, INC."
18357,00-90-81,"ALOHA NETWORKS, INC."
18358,00-90-B3,AGRANAT SYSTEMS
18359,00-50-0D,"SATORI ELECTORIC CO., LTD."
18360,00-50-EC,OLICOM A/S
18361,00-50-83,"GILBARCO, INC."
18362,00-50-CF,VANLINK COMMUNICATION TECHNOLOGY RESEARCH INSTITUTE
18363,00-50-08,TIVA MICROCOMPUTER CORP. (TMC)
18364,00-50-01,YAMASHITA SYSTEMS CORP.
18365,00-50-B0,TECHNOLOGY ATLANTA CORPORATION
18366,00-50-4E,SIERRA MONITOR CORP.
18367,00-50-4D,Tokyo Electron Device Limited
18368,00-50-F7,VENTURE MANUFACTURING (SINGAPORE) LTD.
18369,00-50-29,1394 PRINTER WORKING GROUP
18370,00-E0-8D,"PRESSURE SYSTEMS, INC."
18371,00-E0-40,"DeskStation Technology, Inc."
18372,00-E0-D6,COMPUTER & COMMUNICATION RESEARCH LAB.
18373,00-E0-7E,WALT DISNEY IMAGINEERING
18374,00-E0-94,OSAI SRL
18375,00-E0-32,"MISYS FINANCIAL SYSTEMS, LTD."
18376,00-E0-6B,W&G SPECIAL PRODUCTS
18377,00-E0-1C,"Cradlepoint, Inc"
18378,00-E0-76,"DEVELOPMENT CONCEPTS, INC."
18379,00-E0-A7,"IPC INFORMATION SYSTEMS, INC."
18380,00-E0-A4,ESAOTE S.p.A.
18381,00-E0-80,CONTROL RESOURCES CORPORATION
18382,00-E0-CC,"HERO SYSTEMS, LTD."
18383,00-E0-99,SAMSON AG
18384,00-10-E9,RAIDTEC LTD.
18385,00-10-03,"IMATRON, INC."
18386,00-10-A9,ADHOC TECHNOLOGIES
18387,00-04-00,"LEXMARK INTERNATIONAL, INC."
18388,00-10-1A,PictureTel Corp.
18389,00-10-97,"WinNet Metropolitan Communications Systems, Inc."
18390,00-10-6F,TRENTON TECHNOLOGY INC.
18391,00-10-DA,Kollmorgen Corp
18392,00-10-DF,RISE COMPUTER INC.
18393,00-10-9E,"AWARE, INC."
18394,00-10-72,"GVN TECHNOLOGIES, INC."
18395,00-E0-19,ING. GIORDANO ELETTRONICA
18396,00-E0-D7,"SUNSHINE ELECTRONICS, INC."
18397,00-E0-68,MERRIMAC SYSTEMS INC.
18398,00-E0-1D,"WebTV NETWORKS, INC."
18399,00-E0-1F,"AVIDIA Systems, Inc."
18400,00-E0-56,HOLONTECH CORPORATION
18401,00-E0-C9,AutomatedLogic Corporation
18402,00-E0-30,MELITA INTERNATIONAL CORP.
18403,00-E0-BA,BERGHOF AUTOMATIONSTECHNIK GmbH
18404,00-E0-B2,TELMAX COMMUNICATIONS CORP.
18405,00-E0-EF,DIONEX
18406,00-E0-BD,"INTERFACE SYSTEMS, INC."
18407,00-E0-71,EPIS MICROCOMPUTER
18408,00-E0-A6,"TELOGY NETWORKS, INC."
18409,00-E0-26,Redlake MASD LLC
18410,00-E0-B8,GATEWAY 2000
18411,00-E0-88,LTX-Credence CORPORATION
18412,00-E0-7C,"METTLER-TOLEDO, INC."
18413,00-E0-8C,"NEOPARADIGM LABS, INC."
18414,00-E0-61,"EdgePoint Networks, Inc."
18415,00-E0-6E,FAR SYSTEMS S.p.A.
18416,00-E0-1B,"SPHERE COMMUNICATIONS, INC."
18417,00-E0-AE,XAQTI CORPORATION
18418,00-E0-C8,"VIRTUAL ACCESS, LTD."
18419,00-10-1D,WINBOND ELECTRONICS CORP.
18420,00-10-5F,ZODIAC DATA SYSTEMS
18421,00-10-CB,FACIT K.K.
18422,00-10-75,Segate Technology LLC
18423,00-10-58,ArrowPoint Communications
18424,00-10-A8,RELIANCE COMPUTER CORP.
18425,00-10-AA,"MEDIA4, INC."
18426,00-10-E8,"TELOCITY, INCORPORATED"
18427,00-10-10,INITIO CORPORATION
18428,00-E0-07,Avaya ECS Ltd
18429,00-10-22,SatCom Media Corporation
18430,00-10-C7,DATA TRANSMISSION NETWORK
18431,00-10-98,"STARNET TECHNOLOGIES, INC."
18432,00-10-96,"TRACEWELL SYSTEMS, INC."
18433,00-10-82,JNA TELECOMMUNICATIONS LIMITED
18434,00-10-21,"ENCANTO NETWORKS, INC."
18435,00-10-CE,"VOLAMP, LTD."
18436,00-10-B2,COACTIVE AESTHETICS
18437,00-10-9A,NETLINE
18438,00-10-EA,ADEPT TECHNOLOGY
18439,00-10-BD,THE TELECOMMUNICATION TECHNOLOGY COMMITTEE (TTC)
18440,00-60-99,"SBE, Inc."
18441,00-60-FD,"NetICs, Inc."
18442,00-60-B5,KEBA GmbH
18443,00-60-27,Superior Modular Products
18444,00-60-C1,WaveSpan Corporation
18445,00-60-05,FEEDBACK DATA LTD.
18446,00-60-7B,"FORE SYSTEMS, INC."
18447,00-60-9C,Perkin-Elmer Incorporated
18448,00-60-07,"ACRES GAMING, INC."
18449,00-60-35,"DALLAS SEMICONDUCTOR, INC."
18450,00-60-F1,"EXP COMPUTER, INC."
18451,00-60-40,NETRO CORP.
18452,00-60-34,ROBERT BOSCH GmbH
18453,00-60-BA,"SAHARA NETWORKS, INC."
18454,00-60-96,T.S. MICROTECH INC.
18455,00-60-3A,QUICK CONTROLS LTD.
18456,00-60-AC,RESILIENCE CORPORATION
18457,00-60-EB,FOURTHTRACK SYSTEMS
18458,00-60-6D,DIGITAL EQUIPMENT CORP.
18459,00-60-14,"EDEC CO., LTD."
18460,00-60-E1,ORCKIT COMMUNICATIONS LTD.
18461,00-60-62,"TELESYNC, INC."
18462,00-60-38,Nortel Networks
18463,00-60-95,"ACCU-TIME SYSTEMS, INC."
18464,00-A0-16,MICROPOLIS CORP.
18465,00-A0-1C,NASCENT NETWORKS CORPORATION
18466,00-A0-FC,"IMAGE SCIENCES, INC."
18467,00-A0-B7,"CORDANT, INC."
18468,00-A0-37,"Mindray DS USA, Inc."
18469,00-A0-4C,"INNOVATIVE SYSTEMS & TECHNOLOGIES, INC."
18470,00-A0-E9,ELECTRONIC RETAILING SYSTEMS INTERNATIONAL
18471,00-60-78,POWER MEASUREMENT LTD.
18472,00-60-0D,Digital Logic GmbH
18473,00-60-8A,CITADEL COMPUTER
18474,00-A0-5D,CS COMPUTER SYSTEME GmbH
18475,00-A0-BD,I-TECH CORP.
18476,00-A0-B9,"EAGLE TECHNOLOGY, INC."
18477,00-A0-69,"Symmetricom, Inc."
18478,00-A0-7A,"ADVANCED PERIPHERALS TECHNOLOGIES, INC."
18479,00-A0-4E,"VOELKER TECHNOLOGIES, INC."
18480,00-A0-5A,KOFAX IMAGE PRODUCTS
18481,00-A0-93,"B/E AEROSPACE, Inc."
18482,00-A0-BF,WIRELESS DATA GROUP MOTOROLA
18483,00-60-9F,PHAST CORPORATION
18484,00-60-67,ACER NETXUS INC.
18485,00-60-0C,Eurotech Inc.
18486,00-60-25,ACTIVE IMAGING PLC
18487,00-60-71,"MIDAS LAB, INC."
18488,00-60-A7,MICROSENS GmbH & CO. KG
18489,00-60-FC,CONSERVATION THROUGH INNOVATION LTD.
18490,00-60-D4,ELDAT COMMUNICATION LTD.
18491,00-60-85,Storage Concepts
18492,00-60-18,STELLAR ONE CORPORATION
18493,00-60-2B,PEAK AUDIO
18494,00-60-6F,CLARION CORPORATION OF AMERICA
18495,00-60-ED,RICARDO TEST AUTOMATION LTD.
18496,00-60-F6,"NEXTEST COMMUNICATIONS PRODUCTS, INC."
18497,00-60-DD,"MYRICOM, INC."
18498,00-60-92,"MICRO/SYS, INC."
18499,00-60-80,MICROTRONIX DATACOM LTD.
18500,00-60-68,Dialogic Corporation
18501,00-60-DB,NTP ELEKTRONIK A/S
18502,00-A0-02,LEEDS & NORTHRUP AUSTRALIA PTY LTD
18503,00-A0-E4,OPTIQUEST
18504,00-A0-1F,"TRICORD SYSTEMS, INC."
18505,00-A0-C0,DIGITAL LINK CORP.
18506,00-A0-43,"AMERICAN TECHNOLOGY LABS, INC."
18507,00-A0-47,INTEGRATED FITNESS CORP.
18508,00-A0-7C,"TONYANG NYLON CO., LTD."
18509,00-A0-EC,TRANSMITTON LTD.
18510,00-A0-7E,"AVID TECHNOLOGY, INC."
18511,00-A0-35,CYLINK CORPORATION
18512,00-A0-28,CONNER PERIPHERALS
18513,00-A0-C7,TADIRAN TELECOMMUNICATIONS
18514,00-E0-BE,"GENROCO INTERNATIONAL, INC."
18515,00-E0-10,HESS SB-AUTOMATENBAU GmbH
18516,00-E0-E9,"DATA LABS, INC."
18517,00-E0-A0,WILTRON CO.
18518,00-E0-24,GADZOOX NETWORKS
18519,00-E0-17,EXXACT GmbH
18520,00-60-3B,AMTEC spa
18521,00-20-E5,"APEX DATA, INC."
18522,00-20-7D,ADVANCED COMPUTER APPLICATIONS
18523,00-20-D0,VERSALYNX CORPORATION
18524,00-20-6C,EVERGREEN TECHNOLOGY CORP.
18525,00-20-12,CAMTRONICS MEDICAL SYSTEMS
18526,00-20-0B,OCTAGON SYSTEMS CORP.
18527,00-20-9E,"BROWN'S OPERATING SYSTEM SERVICES, LTD."
18528,00-20-D7,"JAPAN MINICOMPUTER SYSTEMS CO., Ltd."
18529,00-20-FB,OCTEL COMMUNICATIONS CORP.
18530,00-20-B1,COMTECH RESEARCH INC.
18531,00-20-33,"SYNAPSE TECHNOLOGIES, INC."
18532,00-20-99,"BON ELECTRIC CO., LTD."
18533,00-20-AE,ORNET DATA COMMUNICATION TECH.
18534,00-20-EA,"EFFICIENT NETWORKS, INC."
18535,00-20-FF,SYMMETRICAL TECHNOLOGIES
18536,00-20-8B,"LAPIS TECHNOLOGIES, INC."
18537,00-20-69,ISDN SYSTEMS CORPORATION
18538,00-20-BA,CENTER FOR HIGH PERFORMANCE
18539,00-20-06,"GARRETT COMMUNICATIONS, INC."
18540,00-A0-A2,DIGICOM S.P.A.
18541,00-A0-54,Private
18542,00-A0-30,CAPTOR NV/SA
18543,00-A0-B1,FIRST VIRTUAL CORPORATION
18544,00-20-CB,PRETEC ELECTRONICS CORP.
18545,00-20-AB,MICRO INDUSTRIES CORP.
18546,00-20-2D,TAIYO CORPORATION
18547,00-A0-88,ESSENTIAL COMMUNICATIONS
18548,00-A0-FA,Marconi Communication GmbH
18549,00-A0-14,CSIR
18550,00-A0-64,KVB/ANALECT
18551,00-A0-7F,"GSM-SYNTEL, LTD."
18552,00-A0-3E,ATM FORUM
18553,00-A0-98,NetApp
18554,00-A0-A8,RENEX CORPORATION
18555,00-20-49,"COMTRON, INC."
18556,00-20-50,KOREA COMPUTER INC.
18557,00-20-3C,EUROTIME AB
18558,00-20-28,"WEST EGG SYSTEMS, INC."
18559,00-20-14,"GLOBAL VIEW CO., LTD."
18560,00-20-53,"HUNTSVILLE MICROSYSTEMS, INC."
18561,00-20-01,"DSP SOLUTIONS, INC."
18562,00-20-9C,PRIMARY ACCESS CORP.
18563,00-20-C5,EAGLE TECHNOLOGY
18564,00-20-09,"PACKARD BELL ELEC., INC."
18565,00-20-95,RIVA ELECTRONICS
18566,00-20-3F,JUKI CORPORATION
18567,00-C0-14,"TELEMATICS CALABASAS INT'L,INC"
18568,00-C0-45,"ISOLATION SYSTEMS, LTD."
18569,00-C0-00,"LANOPTICS, LTD."
18570,00-AA-3C,OLIVETTI TELECOM SPA (OLTECO)
18571,00-C0-79,"FONSYS CO.,LTD."
18572,00-20-11,"CANOPUS CO., LTD."
18573,00-C0-0B,NORCONTROL A.S.
18574,00-C0-C0,"SHORE MICROSYSTEMS, INC."
18575,00-C0-0C,RELIA TECHNOLGIES
18576,00-A0-E7,CENTRAL DATA CORPORATION
18577,00-A0-B3,ZYKRONIX
18578,00-A0-6E,"AUSTRON, INC."
18579,00-A0-BB,HILAN GMBH
18580,00-A0-17,J B M CORPORATION
18581,00-20-D5,VIPA GMBH
18582,00-20-79,MIKRON GMBH
18583,00-20-FA,"GDE SYSTEMS, INC."
18584,00-20-07,"SFA, INC."
18585,00-20-62,"SCORPION LOGIC, LTD."
18586,00-20-0A,SOURCE-COMM CORP.
18587,00-20-00,"LEXMARK INTERNATIONAL, INC."
18588,00-20-03,PIXEL POWER LTD.
18589,00-20-B4,TERMA ELEKTRONIK AS
18590,00-20-5B,"Kentrox, LLC"
18591,00-20-30,ANALOG & DIGITAL SYSTEMS
18592,00-20-A8,SAST TECHNOLOGY CORP.
18593,00-20-66,"GENERAL MAGIC, INC."
18594,00-20-36,BMC SOFTWARE
18595,00-40-BE,BOEING DEFENSE & SPACE
18596,00-40-36,"Zoom Telephonics, Inc"
18597,00-40-46,UDC RESEARCH LIMITED
18598,00-40-6A,"KENTEK INFORMATION SYSTEMS,INC"
18599,00-40-F2,JANICH & KLASS COMPUTERTECHNIK
18600,00-40-82,LABORATORY EQUIPMENT CORP.
18601,00-40-22,"KLEVER COMPUTERS, INC."
18602,00-40-A2,KINGSTAR TECHNOLOGY INC.
18603,00-40-B4,NEXTCOM K.K.
18604,00-40-D4,GAGE TALKER CORP.
18605,00-40-38,TALENT ELECTRIC INCORPORATED
18606,00-40-18,"ADOBE SYSTEMS, INC."
18607,00-40-B0,"BYTEX CORPORATION, ENGINEERING"
18608,00-40-40,"RING ACCESS, INC."
18609,00-80-D7,Fantum Engineering
18610,00-80-D9,EMK Elektronik GmbH & Co. KG
18611,00-80-6A,ERI (EMPAC RESEARCH INC.)
18612,00-40-3B,SYNERJET INTERNATIONAL CORP.
18613,00-40-AB,ROLAND DG CORPORATION
18614,00-40-D5,Sartorius Mechatronics T&H GmbH 
18615,00-40-27,"SMC MASSACHUSETTS, INC."
18616,00-40-9C,TRANSWARE
18617,00-40-5C,"FUTURE SYSTEMS, INC."
18618,00-00-8C,Alloy Computer Products (Australia) Pty Ltd
18619,00-40-00,PCI COMPONENTES DA AMZONIA LTD
18620,00-40-C5,MICOM COMMUNICATIONS INC.
18621,00-40-23,LOGIC CORPORATION
18622,00-40-A4,ROSE ELECTRONICS
18623,00-40-48,SMD INFORMATICA S.A.
18624,00-40-25,MOLECULAR DYNAMICS
18625,00-40-10,"SONIC SYSTEMS, INC."
18626,00-40-CA,"FIRST INTERNAT'L COMPUTER, INC"
18627,00-40-50,"IRONICS, INCORPORATED"
18628,00-40-2B,"TRIGEM COMPUTER, INC."
18629,00-C0-8C,"PERFORMANCE TECHNOLOGIES, INC."
18630,00-C0-2B,GERLOFF GESELLSCHAFT FUR
18631,00-C0-A7,SEEL LTD.
18632,00-40-B3,ParTech Inc.
18633,00-40-7D,EXTENSION TECHNOLOGY CORP.
18634,00-40-79,"JUKO MANUFACTURE COMPANY, LTD."
18635,00-40-D9,AMERICAN MEGATRENDS INC.
18636,00-40-11,ANDOVER CONTROLS CORPORATION
18637,00-40-C1,BIZERBA-WERKE WILHEIM KRAUT
18638,00-C0-6B,OSI PLUS CORPORATION
18639,00-C0-6A,ZAHNER-ELEKTRIK GMBH & CO. KG
18640,00-C0-97,ARCHIPEL SA
18641,00-C0-72,KNX LTD.
18642,00-C0-EC,DAUPHIN TECHNOLOGY
18643,00-C0-66,"DOCUPOINT, INC."
18644,00-C0-28,JASCO CORPORATION
18645,00-C0-DC,"EOS TECHNOLOGIES, INC."
18646,00-C0-2D,"FUJI PHOTO FILM CO., LTD."
18647,00-C0-BD,"INEX TECHNOLOGIES, INC."
18648,00-C0-54,"NETWORK PERIPHERALS, LTD."
18649,00-C0-D5,Werbeagentur Jürgen Siebert
18650,00-C0-44,EMCOM CORPORATION
18651,00-C0-50,TOYO DENKI SEIZO K.K.
18652,00-40-8A,TPS TELEPROCESSING SYS. GMBH
18653,00-40-FD,LXE
18654,00-40-3D,Teradata Corporation
18655,00-40-E0,ATOMWIDE LTD.
18656,00-40-8C,AXIS COMMUNICATIONS AB
18657,00-40-68,EXTENDED SYSTEMS
18658,00-40-BA,ALLIANT COMPUTER SYSTEMS CORP.
18659,00-40-69,"LEMCOM SYSTEMS, INC."
18660,00-40-F8,SYSTEMHAUS DISCOM
18661,00-40-77,MAXTON TECHNOLOGY CORPORATION
18662,00-40-E7,ARNOS INSTRUMENTS & COMPUTER
18663,00-40-AC,"SUPER WORKSTATION, INC."
18664,00-C0-AC,GAMBIT COMPUTER COMMUNICATIONS
18665,00-C0-2C,"CENTRUM COMMUNICATIONS, INC."
18666,00-C0-ED,US ARMY ELECTRONIC
18667,00-C0-D1,COMTREE TECHNOLOGY CORPORATION
18668,00-C0-D2,"SYNTELLECT, INC."
18669,00-C0-FB,ADVANCED TECHNOLOGY LABS
18670,00-C0-92,MENNEN MEDICAL INC.
18671,00-C0-6C,SVEC COMPUTER CORP.
18672,00-C0-2E,NETWIZ
18673,00-C0-5B,"NETWORKS NORTHWEST, INC."
18674,00-C0-BF,"TECHNOLOGY CONCEPTS, LTD."
18675,00-C0-C9,ELSAG BAILEY PROCESS
18676,00-80-9D,Commscraft Ltd.
18677,00-80-F8,"MIZAR, INC."
18678,00-80-24,"KALPANA, INC."
18679,00-80-74,FISHER CONTROLS
18680,00-80-21,Alcatel Canada Inc.
18681,00-00-55,COMMISSARIAT A L`ENERGIE ATOM.
18682,00-00-86,MEGAHERTZ CORPORATION
18683,00-00-92,COGENT DATA TECHNOLOGIES
18684,00-80-68,YAMATECH SCIENTIFIC LTD.
18685,00-80-F2,RAYCOM SYSTEMS INC
18686,00-80-EA,ADVA Optical Networking Ltd.
18687,00-00-67,"SOFT * RITE, INC."
18688,00-00-E8,ACCTON TECHNOLOGY CORP.
18689,00-00-B2,"TELEVIDEO SYSTEMS, INC."
18690,00-00-EE,"NETWORK DESIGNERS, LTD."
18691,00-00-89,CAYMAN SYSTEMS INC.
18692,00-00-21,SUREMAN COMP. & COMMUN. CORP.
18693,00-00-CF,HAYES MICROCOMPUTER PRODUCTS
18694,00-00-A4,ACORN COMPUTERS LIMITED
18695,00-00-18,WEBSTER COMPUTER CORPORATION
18696,00-80-33,"EMS Aviation, Inc."
18697,00-80-52,TECHNICALLY ELITE CONCEPTS
18698,00-80-4F,"DAIKIN INDUSTRIES, LTD."
18699,00-80-6D,CENTURY SYSTEMS CORP.
18700,00-80-2D,XYLOGICS INC
18701,00-80-48,COMPEX INCORPORATED
18702,00-80-85,H-THREE SYSTEMS CORPORATION
18703,00-80-14,ESPRIT SYSTEMS
18704,00-80-B4,SOPHIA SYSTEMS
18705,00-80-7F,DY-4 INCORPORATED
18706,00-00-E4,IN2 GROUPE INTERTECHNIQUE
18707,00-00-79,NETWORTH INCORPORATED
18708,00-00-75,Nortel Networks
18709,00-40-09,"TACHIBANA TECTRON CO., LTD."
18710,00-40-9E,CONCURRENT TECHNOLOGIES  LTD.
18711,00-80-92,"Silex Technology, Inc."
18712,00-80-11,DIGITAL SYSTEMS INT'L. INC.
18713,00-80-44,SYSTECH COMPUTER CORP.
18714,00-80-8A,SUMMIT MICROSYSTEMS CORP.
18715,00-80-E3,CORAL NETWORK CORPORATION
18716,00-80-72,MICROPLEX SYSTEMS LTD.
18717,00-80-54,FRONTIER TECHNOLOGIES CORP.
18718,00-80-AE,HUGHES NETWORK SYSTEMS
18719,00-80-AF,"ALLUMER CO., LTD."
18720,00-80-EC,"SUPERCOMPUTING SOLUTIONS, INC."
18721,00-80-A4,LIBERTY ELECTRONICS
18722,00-80-73,DWB ASSOCIATES
18723,00-80-2B,INTEGRATED MARKETING CO
18724,00-80-BE,ARIES RESEARCH
18725,00-80-27,"ADAPTIVE SYSTEMS, INC."
18726,00-80-E2,"T.D.I. CO., LTD."
18727,00-40-EE,OPTIMEM
18728,00-40-5E,NORTH HILLS ISRAEL
18729,00-40-72,Applied Innovation Inc.
18730,00-40-31,"KOKUSAI ELECTRIC CO., LTD"
